bash: warning: setlocale: LC_ALL: cannot change locale (en_US.UTF-8)
[TensorBoard] Logging enabled: parallel_experiments/HalfCheetah-v2_20250728_044213/seed_10/tensorboard_logs
[INFO] View training progress: tensorboard --logdir parallel_experiments/HalfCheetah-v2_20250728_044213/seed_10/tensorboard_logs
[TensorBoard] Using TensorBoard for training logging
{   'action_dim': 6,
    'alpha': 0.7,
#Games: 132 #Frames: 132000  Train_Max: 2022.44  Test_Score: 1633.88  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 2442.51  PG Loss: -90.3889

#Games: 143 #Frames: 143000  Train_Max: 2139.97  Test_Score: 1740.58  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 2707.47  PG Loss: -101.1912

#Games: 154 #Frames: 154000  Train_Max: 2199.27  Test_Score: 1622.21  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 3046.79  PG Loss: -113.5452

#Games: 165 #Frames: 165000  Train_Max: 1674.73  Test_Score: 1677.07  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 2984.30  PG Loss: -126.3105

#Games: 176 #Frames: 176000  Train_Max: 1789.46  Test_Score: 1671.28  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 3289.05  PG Loss: -141.3586

#Games: 187 #Frames: 187000  Train_Max: 1699.01  Test_Score: 1713.98  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 3177.94  PG Loss: -156.1115

#Games: 198 #Frames: 198000  Train_Max: 1804.42  Test_Score: 1726.38  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 3724.92  PG Loss: -171.4489

#Games: 209 #Frames: 209000  Train_Max: 1658.44  Test_Score: 1595.07  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 3257.11  PG Loss: -187.1359

Progress Saved
Sync from RL --> Nevo
#Games: 220 #Frames: 220000  Train_Max: 1638.16  Test_Score: 1562.15  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 3430.52  PG Loss: -201.5038

#Games: 231 #Frames: 231000  Train_Max: 3401.43  Test_Score: 3438.95  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 3311.39  PG Loss: -214.3643

#Games: 242 #Frames: 242000  Train_Max: 3440.16  Test_Score: 3448.51  Avg: 0.00  ENV:  HalfCheetah-v2  DDPG Reward: 3522.90  PG Loss: -226.1582

